"6277","2013-03-22 22:48:53","2013-01-01","06:25:00","06:45:00","08:06:00","12:09:00","01:00:00","01:46:00","02:16:00","02:45:00","04:05:00","04:10:00","05:42:00","08:00:00"
"6278","2013-03-22 22:48:53","2013-01-02","06:25:00","06:45:00","08:06:00","12:10:00","01:00:00","01:47:00","02:17:00","02:45:00","04:06:00","04:11:00","05:43:00","08:00:00"
"6279","2013-03-22 22:48:53","2013-01-03","06:25:00","06:45:00","08:06:00","12:10:00","01:00:00","01:48:00","02:18:00","02:45:00","04:08:00","04:13:00","05:44:00","08:00:00"
"6280","2013-03-22 22:48:53","2013-01-04","06:25:00","06:45:00","08:06:00","12:11:00","01:00:00","01:49:00","02:19:00","02:45:00","04:09:00","04:14:00","05:45:00","08:00:00"
"6281","2013-03-22 22:48:53","2013-01-05","06:25:00","06:45:00","08:05:00","12:11:00","01:00:00","01:50:00","02:20:00","02:45:00","04:10:00","04:15:00","05:46:00","08:00:00"
"6282","2013-03-22 22:48:53","2013-01-06","06:25:00","06:45:00","08:05:00","12:12:00","01:00:00","01:51:00","02:22:00","02:45:00","04:11:00","04:16:00","05:47:00","08:00:00"
"6283","2013-03-22 22:48:53","2013-01-07","06:24:00","06:45:00","08:05:00","12:12:00","01:00:00","01:52:00","02:23:00","02:45:00","04:12:00","04:17:00","05:48:00","08:00:00"
"6284","2013-03-22 22:48:53","2013-01-08","06:24:00","06:45:00","08:04:00","12:12:00","01:00:00","01:53:00","02:24:00","02:45:00","04:14:00","04:19:00","05:49:00","08:00:00"
"6285","2013-03-22 22:48:53","2013-01-09","06:24:00","06:45:00","08:04:00","12:13:00","01:00:00","01:54:00","02:25:00","02:45:00","04:15:00","04:20:00","05:50:00","08:00:00"
"6286","2013-03-22 22:48:53","2013-01-10","06:23:00","06:45:00","08:03:00","12:13:00","01:00:00","01:55:00","02:27:00","02:45:00","04:17:00","04:22:00","05:52:00","08:00:00"
"6287","2013-03-22 22:48:53","2013-01-11","06:23:00","06:45:00","08:03:00","12:14:00","01:00:00","01:57:00","02:28:00","03:00:00","04:18:00","04:23:00","05:53:00","08:00:00"
"6288","2013-03-22 22:48:53","2013-01-12","06:22:00","06:45:00","08:02:00","12:14:00","01:00:00","01:58:00","02:30:00","03:00:00","04:19:00","04:24:00","05:54:00","08:00:00"
"6289","2013-03-22 22:48:53","2013-01-13","06:22:00","06:45:00","08:01:00","12:14:00","01:00:00","01:59:00","02:31:00","03:00:00","04:21:00","04:26:00","05:55:00","08:00:00"
"6290","2013-03-22 22:48:53","2013-01-14","06:21:00","06:45:00","08:00:00","12:15:00","01:00:00","02:00:00","02:32:00","03:00:00","04:22:00","04:27:00","05:57:00","08:00:00"
"6291","2013-03-22 22:48:53","2013-01-15","06:20:00","06:45:00","08:00:00","12:15:00","01:00:00","02:02:00","02:34:00","03:00:00","04:24:00","04:29:00","05:58:00","08:00:00"
"6292","2013-03-22 22:48:53","2013-01-16","06:19:00","06:45:00","07:59:00","12:15:00","01:00:00","02:03:00","02:35:00","03:00:00","04:25:00","04:30:00","05:59:00","08:00:00"
"6293","2013-03-22 22:48:53","2013-01-17","06:19:00","06:45:00","07:58:00","12:16:00","01:00:00","02:04:00","02:37:00","03:00:00","04:27:00","04:32:00","06:01:00","08:00:00"
"6294","2013-03-22 22:48:53","2013-01-18","06:18:00","06:45:00","07:57:00","12:16:00","01:00:00","02:06:00","02:38:00","03:00:00","04:29:00","04:34:00","06:02:00","08:00:00"
"6295","2013-03-22 22:48:53","2013-01-19","06:17:00","06:45:00","07:56:00","12:16:00","01:00:00","02:07:00","02:40:00","03:00:00","04:30:00","04:35:00","06:04:00","08:00:00"
"6296","2013-03-22 22:48:53","2013-01-20","06:16:00","06:45:00","07:55:00","12:17:00","01:00:00","02:08:00","02:42:00","03:00:00","04:32:00","04:37:00","06:05:00","08:00:00"
"6297","2013-03-22 22:48:53","2013-01-21","06:15:00","06:45:00","07:54:00","12:17:00","01:00:00","02:10:00","02:43:00","03:00:00","04:34:00","04:39:00","06:07:00","08:00:00"
"6298","2013-03-22 22:48:53","2013-01-22","06:14:00","06:45:00","07:53:00","12:17:00","01:00:00","02:11:00","02:45:00","03:15:00","04:35:00","04:40:00","06:08:00","08:00:00"
"6299","2013-03-22 22:48:54","2013-01-23","06:13:00","06:45:00","07:51:00","12:18:00","01:00:00","02:12:00","02:46:00","03:15:00","04:37:00","04:42:00","06:10:00","08:00:00"
"6300","2013-03-22 22:48:54","2013-01-24","06:12:00","06:45:00","07:50:00","12:18:00","01:00:00","02:14:00","02:48:00","03:15:00","04:39:00","04:44:00","06:11:00","08:00:00"
"6301","2013-03-22 22:48:54","2013-01-25","06:10:00","06:45:00","07:49:00","12:18:00","01:00:00","02:15:00","02:50:00","03:15:00","04:41:00","04:46:00","06:13:00","08:00:00"
"6302","2013-03-22 22:48:54","2013-01-26","06:09:00","06:45:00","07:48:00","12:18:00","01:00:00","02:17:00","02:51:00","03:15:00","04:42:00","04:47:00","06:14:00","08:00:00"
"6303","2013-03-22 22:48:54","2013-01-27","06:08:00","06:45:00","07:46:00","12:18:00","01:00:00","02:18:00","02:53:00","03:15:00","04:44:00","04:49:00","06:16:00","08:00:00"
"6304","2013-03-22 22:48:54","2013-01-28","06:07:00","06:45:00","07:45:00","12:19:00","01:00:00","02:20:00","02:55:00","03:15:00","04:46:00","04:51:00","06:18:00","08:00:00"
"6305","2013-03-22 22:48:54","2013-01-29","06:05:00","06:45:00","07:44:00","12:19:00","01:00:00","02:21:00","02:56:00","03:15:00","04:48:00","04:53:00","06:19:00","08:00:00"
"6306","2013-03-22 22:48:54","2013-01-30","06:04:00","06:45:00","07:42:00","12:19:00","01:00:00","02:23:00","02:58:00","03:15:00","04:49:00","04:54:00","06:21:00","08:00:00"
